Date,Sg. Temerloh (m)
17/8/2019,24.34
18/8/2019,24.06
19/8/2019,23.94
20/8/2019,23.85
21/8/2019,23.74
22/8/2019,23.69
23/8/2019,23.99
24/8/2019,23.95
25/8/2019,24.27
26/8/2019,24.63
27/8/2019,24.26
28/8/2019,24.07
29/8/2019,24.36
30/8/2019,24.32
31/8/2019,23.86
1/9/2019,23.72
2/9/2019,23.58
3/9/2019,23.53
4/9/2019,23.6
5/9/2019,23.7
6/9/2019,23.63
7/9/2019,23.57
8/9/2019,24.04
9/9/2019,24.8
10/9/2019,24.73
11/9/2019,24.22
12/9/2019,23.93
13/9/2019,23.76
14/9/2019,23.84
15/9/2019,23.74
16/9/2019,23.73
17/9/2019,23.66
18/9/2019,23.57
19/9/2019,23.63
20/9/2019,24.06
21/9/2019,25.05
22/9/2019,24.37
23/9/2019,23.84
24/9/2019,23.65
25/9/2019,23.64
26/9/2019,23.79
27/9/2019,24.16
28/9/2019,25.16
29/9/2019,25.82
30/9/2019,25.82
1/10/2019,24.15
2/10/2019,24.03
3/10/2019,24.2
4/10/2019,24.4
5/10/2019,24.47
6/10/2019,24.48
7/10/2019,24.93
8/10/2019,24.93
9/10/2019,24.56
10/10/2019,24.73
11/10/2019,24.92
12/10/2019,25.44
13/10/2019,25.46
14/10/2019,25.56
15/10/2019,26.34
16/10/2019,26.17
17/10/2019,25.57
18/10/2019,25.16
19/10/2019,25.06
20/10/2019,25.81
21/10/2019,26.19
22/10/2019,25.77
23/10/2019,25.38
24/10/2019,25.18
25/10/2019,25.48
26/10/2019,25.82
27/10/2019,25.5
28/10/2019,25.24
29/10/2019,25.97
30/10/2019,27.55
31/10/2019,27.55
1/11/2019,26.07
2/11/2019,25.99
3/11/2019,26.44
4/11/2019,26.71
5/11/2019,27.66
6/11/2019,28.16
7/11/2019,27.17
8/11/2019,26.91
9/11/2019,26.92
10/11/2019,26.56
11/11/2019,25.83
12/11/2019,26
13/11/2019,25.88
14/11/2019,25.51
15/11/2019,25.38
16/11/2019,25.59
17/11/2019,25.97
18/11/2019,26.02
19/11/2019,26
20/11/2019,26.68
21/11/2019,26.86
22/11/2019,25.95
23/11/2019,25.41
24/11/2019,25.58
25/11/2019,25.79
26/11/2019,25.46
27/11/2019,25.27
28/11/2019,25.27
29/11/2019,25.07
30/11/2019,24.98
1/12/2019,28.61
2/12/2019,28.07
3/12/2019,27.31
4/12/2019,27.19
5/12/2019,26.67
6/12/2019,25.99
7/12/2019,25.62
8/12/2019,25.41
9/12/2019,25.34
10/12/2019,25.41
11/12/2019,25.43
12/12/2019,25.26
13/12/2019,25.19
14/12/2019,25.13
15/12/2019,25.26
16/12/2019,26.25
17/12/2019,28.67
18/12/2019,30.04
19/12/2019,29.2
20/12/2019,28.15
21/12/2019,27.39
22/12/2019,26.97
23/12/2019,26.35
24/12/2019,25.84
25/12/2019,25.82
26/12/2019,25.78
27/12/2019,25.43
28/12/2019,25.19
29/12/2019,25.19
30/12/2019,25.19
31/12/2019,25.19
1/1/2020,24.82
2/1/2020,24.77
3/1/2020,24.71
4/1/2020,24.77
5/1/2020,24.79
6/1/2020,24.74
7/1/2020,24.64
8/1/2020,24.53
9/1/2020,24.13
10/1/2020,23.97
11/1/2020,23.96
12/1/2020,23.92
13/1/2020,23.85
14/1/2020,23.82
15/1/2020,23.78
16/1/2020,23.74
17/1/2020,23.7
18/1/2020,23.67
19/1/2020,23.67
20/1/2020,23.68
21/1/2020,23.73
22/1/2020,23.84
23/1/2020,23.78
24/1/2020,23.7
25/1/2020,23.66
26/1/2020,23.61
27/1/2020,23.56
28/1/2020,23.51
29/1/2020,23.89
30/1/2020,24.87
31/1/2020,25.18
1/2/2020,24.64
2/2/2020,24.21
3/2/2020,24.27
4/2/2020,24.15
5/2/2020,23.89
6/2/2020,23.71
7/2/2020,23.63
8/2/2020,23.58
9/2/2020,23.53
10/2/2020,23.49
11/2/2020,23.52
12/2/2020,24.04
13/2/2020,24.49
14/2/2020,24.37
15/2/2020,24.36
16/2/2020,24.75
17/2/2020,24.46
18/2/2020,23.99
19/2/2020,23.99
20/2/2020,24.32
21/2/2020,24.25
22/2/2020,23.9
23/2/2020,23.74
24/2/2020,23.81
25/2/2020,23.88
26/2/2020,23.94
27/2/2020,23.82
28/2/2020,23.67
29/2/2020,23.57
1/3/2020,23.5
2/3/2020,23.45
3/3/2020,23.39
4/3/2020,23.35
5/3/2020,23.34
6/3/2020,23.38
7/3/2020,23.71
8/3/2020,23.99
9/3/2020,24.14
10/3/2020,23.97
11/3/2020,23.62
12/3/2020,23.62
13/3/2020,23.57
14/3/2020,23.48
15/3/2020,23.35
16/3/2020,23.33
17/3/2020,23.34
18/3/2020,23.35
19/3/2020,23.3
20/3/2020,23.28
21/3/2020,23.34
22/3/2020,23.31
23/3/2020,23.33
24/3/2020,24.08
25/3/2020,24.6
26/3/2020,24.08
27/3/2020,23.77
28/3/2020,23.55
29/3/2020,23.39
30/3/2020,24.14
31/3/2020,25.82
1/4/2020,23.22
2/4/2020,23.19
3/4/2020,23.23
4/4/2020,23.59
5/4/2020,23.72
6/4/2020,23.72
7/4/2020,23.82
8/4/2020,23.97
9/4/2020,23.71
10/4/2020,23.55
11/4/2020,23.39
12/4/2020,23.3
13/4/2020,23.27
14/4/2020,23.53
15/4/2020,23.63
16/4/2020,23.47
17/4/2020,23.32
18/4/2020,23.22
19/4/2020,23.19
20/4/2020,23.19
21/4/2020,23.2
22/4/2020,23.18
23/4/2020,23.18
24/4/2020,23.39
25/4/2020,23.8
26/4/2020,23.93
27/4/2020,23.94
28/4/2020,24.16
29/4/2020,24.19
30/4/2020,25.12
1/5/2020,24.15
2/5/2020,24.91
3/5/2020,25.21
4/5/2020,25.5
5/5/2020,24.97
6/5/2020,24.39
7/5/2020,24.73
8/5/2020,25.57
9/5/2020,26.23
10/5/2020,25.25
11/5/2020,24.71
12/5/2020,24.46
13/5/2020,25.1
14/5/2020,27.23
15/5/2020,27.52
16/5/2020,25.74
17/5/2020,25.16
18/5/2020,26.74
19/5/2020,27.44
20/5/2020,26.39
21/5/2020,26.15
22/5/2020,26.28
23/5/2020,26.02
24/5/2020,25.33
25/5/2020,24.74
26/5/2020,24.56
27/5/2020,24.59
28/5/2020,24.68
29/5/2020,24.53
30/5/2020,24.3
31/5/2020,23.72
1/6/2020,25.41
2/6/2020,24.91
3/6/2020,24.51
4/6/2020,24.47
5/6/2020,25.16
6/6/2020,25.41
7/6/2020,24.71
8/6/2020,24.29
9/6/2020,24.12
10/6/2020,24.23
11/6/2020,24.51
12/6/2020,24.5
13/6/2020,24.63
14/6/2020,26.14
15/6/2020,25.67
16/6/2020,24.72
17/6/2020,24.49
18/6/2020,24.59
19/6/2020,24.88
20/6/2020,25.16
21/6/2020,25.11
22/6/2020,24.89
23/6/2020,24.65
24/6/2020,24.71
25/6/2020,25.74
26/6/2020,26.52
27/6/2020,26.09
28/6/2020,25.03
29/6/2020,24.53
30/6/2020,24.53
1/7/2020,24.22
2/7/2020,24.17
3/7/2020,24.28
4/7/2020,24.27
5/7/2020,24.37
6/7/2020,24.6
7/7/2020,24.58
8/7/2020,25.36
9/7/2020,25.48
10/7/2020,25.37
11/7/2020,25.14
12/7/2020,24.76
13/7/2020,24.77
14/7/2020,25.42
15/7/2020,25.6
16/7/2020,25.38
17/7/2020,24.78
18/7/2020,25.09
19/7/2020,25.68
20/7/2020,25.94
21/7/2020,25.56
22/7/2020,25.05
23/7/2020,25.14
24/7/2020,25.6
25/7/2020,25.8
26/7/2020,25.5
27/7/2020,25.08
28/7/2020,24.81
29/7/2020,24.8
30/7/2020,23.74
31/7/2020,23.74
1/8/2020,24.06
2/8/2020,24.06
3/8/2020,24.06
4/8/2020,24.06
5/8/2020,24.06
6/8/2020,24.06
7/8/2020,24.01
8/8/2020,23.93
9/8/2020,23.88
10/8/2020,23.84
11/8/2020,23.77
12/8/2020,23.77
13/8/2020,23.84
14/8/2020,23.92
15/8/2020,24
16/8/2020,24.08
17/8/2020,24.16
18/8/2020,24.34
19/8/2020,24.66
20/8/2020,24.75
21/8/2020,24.68
22/8/2020,24.61
23/8/2020,24.71
24/8/2020,24.88
25/8/2020,24.27
26/8/2020,24.01
27/8/2020,23.85
28/8/2020,23.74
29/8/2020,23.66
30/8/2020,24.21
31/8/2020,24.21
1/9/2020,23.73
2/9/2020,23.62
3/9/2020,23.75
4/9/2020,23.84
5/9/2020,23.88
6/9/2020,24
7/9/2020,24.04
8/9/2020,23.96
9/9/2020,23.87
10/9/2020,24.19
11/9/2020,24.55
12/9/2020,24.68
13/9/2020,25.36
14/9/2020,25.49
15/9/2020,25.18
16/9/2020,24.82
17/9/2020,24.53
18/9/2020,24.16
19/9/2020,23.96
20/9/2020,23.87
21/9/2020,23.85
22/9/2020,24.01
23/9/2020,24.25
24/9/2020,25.52
25/9/2020,25.87
26/9/2020,24.95
27/9/2020,24.82
28/9/2020,25
29/9/2020,24.61
30/9/2020,24.08
1/10/2020,24.08
2/10/2020,24.71
3/10/2020,25.53
4/10/2020,25.45
5/10/2020,24.75
6/10/2020,24.32
7/10/2020,24.28
8/10/2020,24.58
9/10/2020,25.08
10/10/2020,24.58
11/10/2020,24.16
12/10/2020,23.98
13/10/2020,23.84
14/10/2020,24
15/10/2020,24.43
16/10/2020,24.27
17/10/2020,23.98
18/10/2020,23.81
19/10/2020,23.74
20/10/2020,23.8
21/10/2020,24.41
22/10/2020,25.45
23/10/2020,25.41
24/10/2020,24.69
25/10/2020,25.1
26/10/2020,25.06
27/10/2020,25
28/10/2020,25.01
29/10/2020,24.36
30/10/2020,27.97
31/10/2020,27.97
1/11/2020,25.29
2/11/2020,26.13
3/11/2020,26.14
4/11/2020,25.85
5/11/2020,25.84
6/11/2020,25.65
7/11/2020,25.66
8/11/2020,26.24
9/11/2020,26.69
10/11/2020,26.28
11/11/2020,26.29
12/11/2020,26.24
13/11/2020,26.53
14/11/2020,26.25
15/11/2020,25.81
16/11/2020,25.72
17/11/2020,25.23
18/11/2020,25.03
19/11/2020,25.29
20/11/2020,25.73
21/11/2020,25.74
22/11/2020,25.73
23/11/2020,26.65
24/11/2020,27.12
25/11/2020,27.67
26/11/2020,27.6
27/11/2020,26.62
28/11/2020,26.63
29/11/2020,27.93
30/11/2020,27.93
1/12/2020,27.54
2/12/2020,27.77
3/12/2020,27.42
4/12/2020,26.64
5/12/2020,26.48
6/12/2020,26.72
7/12/2020,?
8/12/2020,?
9/12/2020,?
10/12/2020,?
11/12/2020,?
12/12/2020,?
13/12/2020,?
14/12/2020,?
15/12/2020,?
16/12/2020,?
17/12/2020,?
18/12/2020,?
19/12/2020,?
20/12/2020,?
21/12/2020,?
22/12/2020,?
23/12/2020,?
24/12/2020,?
25/12/2020,?
26/12/2020,?
27/12/2020,?
28/12/2020,?
29/12/2020,?
30/12/2020,?
31/12/2020,?
